4.35106110e+0, 1.09875565e-2
4.44456505e+0, 1.34610282e-2
4.52823159e+0, 1.62423299e-2
4.61189832e+0, 1.96030116e-2
4.70048653e+0, 2.39191857e-2
4.78907393e+0, 2.91576472e-2
4.87766294e+0, 3.56117712e-2
4.96625034e+0, 4.34109871e-2
5.05483855e+0, 5.29691805e-2
5.14342675e+0, 6.46318885e-2
5.23201416e+0, 7.87867041e-2
5.32060316e+0, 9.62263539e-2
5.40919056e+0, 1.17300569e-1
5.49777877e+0, 1.43127706e-1
5.58636697e+0, 1.74641439e-1
5.67495438e+0, 2.12889082e-1
5.76354258e+0, 2.59762814e-1
5.85213078e+0, 3.16957164e-1
5.94071899e+0, 3.86744517e-1
6.00470016e+0, 4.46949761e-1
6.06803891e+0, 5.17322374e-1
6.14740062e+0, 5.97625811e-1
6.25559539e+0, 6.92399033e-1
6.36378858e+0, 8.00688758e-1
6.47198549e+0, 9.30061346e-1
6.56871784e+0, 1.07732640e+0
6.67854016e+0, 1.23335287e+0
6.78668586e+0, 1.34693306e+0
6.89482076e+0, 1.45193625e+0
7.00289806e+0, 1.46022835e+0
7.11095323e+0, 1.42990522e+0
7.21896861e+0, 1.33469954e+0
7.32695710e+0, 1.20610757e+0
7.32717086e+0, 1.56035825e+0
7.43491699e+0, 1.05299597e+0
7.54291580e+0, 9.63443936e-1
7.65092440e+0, 8.91969728e-1
7.75893561e+0, 8.28400141e-1
7.86695400e+0, 7.76046528e-1
7.97499720e+0, 7.49058912e-1
8.08302342e+0, 7.08374166e-1
8.19104116e+0, 6.63084254e-1
8.29899883e+0, 5.77361679e-1
8.40202551e+0, 4.91577200e-1
8.49028604e+0, 4.04182234e-1
8.56382094e+0, 3.36978058e-1
8.62261121e+0, 2.78433099e-1
8.67155700e+0, 2.24664102e-1
8.72050710e+0, 1.82222095e-1
8.76945289e+0, 1.47032675e-1
8.81350521e+0, 1.21372851e-1
8.85755273e+0, 9.96148809e-2
8.90649708e+0, 8.02390047e-2
8.94566454e+0, 6.84695009e-2
